trip_distance,total_amount,tpep_pickup_datetime,PULocationID,DOLocationID,RatecodeID,payment_type,VendorID,target,prediction
3.25,16.3,2022-01-01 00:29:05,249,33,1.0,2,2,13.0,14
2.18,11.3,2022-01-01 00:49:51,33,106,1.0,2,2,10.0,11
1.5,10.3,2022-01-01 00:18:44,237,236,1.0,2,2,5.0,6
1.49,13.8,2022-01-01 00:26:42,236,141,1.0,1,2,6.0,8
4.72,26.16,2022-01-01 00:42:31,236,144,1.0,1,2,23.0,21
1.57,11.8,2022-01-01 00:21:25,238,141,1.0,2,2,9.0,9
1.02,9.3,2022-01-01 00:32:18,140,141,1.0,2,2,5.0,5
0.0,15.36,2022-01-01 00:39:28,141,140,5.0,1,2,0.0,1
1.1,10.3,2022-01-01 00:57:05,163,140,1.0,2,2,6.0,7
2.27,21.36,2022-01-01 00:10:23,43,164,1.0,1,2,20.0,15
1.81,15.3,2022-01-01 00:20:27,161,140,1.0,2,2,15.0,17
1.13,13.5,2022-01-01 00:37:16,140,237,1.0,1,2,7.0,7
1.39,13.56,2022-01-01 00:51:33,162,164,1.0,1,2,7.0,7
6.4,31.55,2022-01-01 00:15:17,88,112,1.0,1,1,24.0,21
0.0,6.3,2022-01-01 00:59:31,148,148,1.0,4,1,1.0,1
0.0,152.8,2022-01-01 00:38:48,142,142,5.0,1,2,0.0,0
2.64,18.36,2022-01-01 00:31:08,233,158,1.0,1,2,15.0,13
1.98,15.96,2022-01-01 00:48:00,158,48,1.0,1,2,12.0,10
6.94,31.8,2022-01-01 00:09:31,90,41,1.0,1,2,25.0,21
4.17,21.8,2022-01-01 00:40:42,41,161,1.0,2,2,23.0,22
4.09,24.36,2022-01-01 00:06:07,113,236,1.0,1,2,21.0,19
0.8,9.8,2022-01-01 00:33:45,236,262,1.0,2,2,7.0,6
1.66,13.56,2022-01-01 00:43:37,262,229,1.0,1,2,6.0,7
3.84,25.56,2022-01-01 00:05:26,68,141,1.0,1,2,25.0,24
0.9,9.3,2022-01-01 00:12:17,211,148,1.0,2,1,5.0,5
2.2,20.75,2022-01-01 00:23:07,79,186,1.0,1,1,19.0,15
3.0,20.15,2022-01-01 00:45:06,90,232,1.0,1,1,16.0,14
7.2,31.6,2022-01-01 00:23:51,236,87,1.0,1,1,15.0,21
2.5,17.15,2022-01-01 00:40:59,87,249,1.0,1,1,11.0,11
0.3,9.1,2022-01-01 00:54:42,68,68,1.0,1,1,2.0,2
0.9,13.3,2022-01-01 00:57:44,90,107,1.0,1,1,5.0,8
0.6,9.96,2022-01-01 00:22:11,113,79,1.0,1,1,4.0,4
2.2,18.95,2022-01-01 00:48:00,162,140,1.0,1,1,16.0,13
0.0,15.3,2022-01-01 00:08:27,220,220,5.0,1,2,0.0,1
2.89,17.76,2022-01-01 00:35:45,141,234,1.0,1,2,11.0,12
2.44,14.6,2022-01-01 00:58:59,90,148,1.0,1,2,10.0,8
4.23,21.96,2022-01-01 00:29:50,234,262,1.0,1,2,15.0,15
0.8,8.8,2022-01-01 00:31:21,50,246,1.0,1,1,5.0,4
0.8,62.3,2022-01-01 00:57:55,87,87,5.0,1,1,0.0,2
8.95,40.92,2022-01-01 00:08:27,138,116,1.0,1,2,13.0,21
2.65,15.87,2022-01-01 00:31:06,41,239,1.0,1,2,10.0,10
8.07,36.96,2022-01-01 00:42:33,239,65,1.0,1,2,28.0,21
1.6,15.95,2022-01-01 00:17:18,170,229,1.0,1,1,12.0,10
2.4,16.45,2022-01-01 00:43:58,161,140,1.0,1,1,12.0,11
17.32,75.47,2022-01-01 00:08:38,132,162,2.0,1,2,23.0,28
1.73,19.24,2022-01-01 00:34:10,161,237,1.0,1,2,14.0,13
1.3,10.3,2022-01-01 00:29:27,236,238,1.0,2,1,5.0,7
1.1,12.36,2022-01-01 00:35:43,238,236,1.0,1,1,6.0,6
1.1,11.75,2022-01-01 00:45:12,236,263,1.0,1,1,5.0,6
1.3,12.3,2022-01-01 00:53:46,263,229,1.0,1,1,6.0,6
4.49,26.0,2022-01-01 00:21:13,234,238,1.0,1,2,20.0,21
2.26,17.94,2022-01-01 00:42:58,238,140,1.0,1,2,11.0,13
2.11,13.3,2022-01-01 00:02:02,238,74,1.0,2,2,10.0,10
3.83,15.3,2022-01-01 00:44:23,146,82,1.0,2,2,15.0,11
0.78,8.8,2022-01-01 00:20:24,68,68,1.0,2,2,4.0,4
1.23,10.8,2022-01-01 00:26:29,246,68,1.0,2,2,7.0,7
2.57,18.5,2022-01-01 00:40:04,249,87,1.0,1,2,13.0,13
9.56,38.16,2022-01-01 00:19:39,264,181,1.0,1,2,23.0,21
5.03,24.36,2022-01-01 00:57:38,264,25,1.0,1,2,13.0,18
2.5,15.3,2022-01-01 00:28:46,113,229,1.0,2,1,14.0,14
3.7,20.8,2022-01-01 00:15:12,239,90,1.0,1,1,18.0,15
2.8,20.15,2022-01-01 00:38:57,249,170,1.0,1,1,17.0,14
1.5,14.75,2022-01-01 00:06:43,43,263,1.0,1,1,8.0,9
1.2,10.3,2022-01-01 00:17:18,141,229,1.0,1,1,3.0,5
1.1,14.0,2022-01-01 00:32:38,43,237,1.0,1,1,7.0,8
1.42,11.8,2022-01-01 00:16:55,239,237,1.0,2,2,9.0,9
4.41,25.74,2022-01-01 00:37:06,237,158,1.0,1,2,18.0,21
5.7,23.81,2022-01-01 00:03:51,132,197,1.0,1,2,11.0,18
3.9,24.96,2022-01-01 00:25:10,113,236,1.0,1,2,22.0,24
1.57,12.0,2022-01-01 00:48:56,43,239,1.0,1,2,7.0,6
1.5,14.16,2022-01-01 00:57:39,239,151,1.0,1,2,8.0,8
2.52,14.8,2022-01-01 00:19:10,249,231,1.0,2,2,12.0,13
1.19,12.36,2022-01-01 00:40:50,231,114,1.0,1,2,6.0,6
0.96,9.68,2022-01-01 00:48:45,114,107,1.0,1,2,4.0,4
2.18,13.3,2022-01-01 00:57:39,107,229,1.0,1,2,7.0,8
10.55,39.8,2022-01-01 00:28:51,100,169,1.0,2,2,36.0,26
11.57,42.06,2022-01-01 00:30:58,132,72,1.0,1,2,20.0,24
4.7,24.8,2022-01-01 00:23:34,50,88,1.0,1,1,27.0,21
1.4,10.8,2022-01-01 00:58:07,261,249,1.0,2,1,7.0,7
2.99,21.96,2022-01-01 00:07:59,125,162,1.0,1,2,21.0,15
3.7,20.76,2022-01-01 00:41:35,161,74,1.0,1,2,14.0,15
1.3,10.8,2022-01-01 01:01:24,74,262,1.0,2,2,7.0,7
1.01,11.76,2022-01-01 00:53:45,231,144,1.0,1,2,5.0,6
2.21,17.88,2022-01-01 00:07:53,107,229,1.0,1,2,12.0,13
2.36,24.96,2022-01-01 00:39:03,234,48,1.0,1,2,26.0,24
0.47,8.76,2022-01-01 00:25:07,239,142,1.0,1,2,1.0,2
2.03,12.36,2022-01-01 00:41:41,116,243,1.0,1,2,8.0,7
2.18,13.3,2022-01-01 00:31:57,237,239,1.0,2,2,9.0,10
0.57,8.3,2022-01-01 00:55:01,239,239,1.0,2,2,4.0,4
1.77,15.36,2022-01-01 00:19:00,140,142,1.0,1,2,11.0,10
3.03,21.96,2022-01-01 00:33:02,142,233,1.0,1,2,20.0,15
3.02,15.3,2022-01-01 00:41:27,68,232,1.0,2,2,13.0,12
1.71,14.76,2022-01-01 00:56:18,232,249,1.0,1,2,10.0,9
0.78,10.3,2022-01-01 00:16:40,239,238,1.0,1,2,3.0,4
1.4,10.3,2022-01-01 00:24:38,239,48,1.0,2,2,5.0,7
2.67,20.13,2022-01-01 00:31:25,48,249,1.0,1,2,21.0,14
1.8,14.75,2022-01-01 00:04:28,163,140,1.0,1,1,9.0,9
1.2,12.95,2022-01-01 00:26:24,237,262,1.0,1,1,8.0,7
4.3,19.3,2022-01-01 00:35:54,262,79,1.0,1,1,9.0,13
0.5,7.8,2022-01-01 00:51:46,113,249,1.0,2,1,3.0,3
1.1,12.95,2022-01-01 00:57:30,249,79,1.0,1,1,9.0,7
2.77,23.5,2022-01-01 00:18:40,170,43,1.0,1,2,20.0,19
1.24,12.36,2022-01-01 00:39:41,43,24,1.0,1,2,5.0,6
1.1,10.3,2022-01-01 00:53:08,239,237,1.0,2,2,6.0,7
2.36,16.64,2022-01-01 01:01:52,237,107,1.0,1,2,9.0,11
0.6,17.8,2022-01-01 00:15:46,249,68,1.0,1,2,2.0,5
1.2,10.3,2022-01-01 00:20:26,68,48,1.0,2,2,6.0,7
3.54,21.36,2022-01-01 00:31:56,246,148,1.0,1,2,17.0,15
0.34,8.16,2022-01-01 00:51:19,148,144,1.0,1,2,1.0,2
1.05,12.09,2022-01-01 00:31:20,237,140,1.0,1,2,5.0,6
4.64,20.8,2022-01-01 00:45:19,237,87,1.0,2,2,21.0,20
4.79,20.3,2022-01-01 00:09:28,161,42,1.0,2,2,18.0,16
19.55,63.31,2022-01-01 00:00:46,132,33,1.0,1,2,28.0,31
3.68,19.12,2022-01-01 00:35:58,65,255,1.0,1,2,12.0,12
1.2,19.12,2022-01-01 00:18:43,237,229,1.0,1,2,17.0,11
10.7,31.3,2022-01-01 00:19:55,132,35,1.0,2,1,20.0,20
8.72,33.66,2022-01-01 00:41:56,138,49,1.0,1,2,16.0,21
3.43,23.16,2022-01-01 00:14:26,90,141,1.0,1,2,20.0,19
0.9,11.98,2022-01-01 00:40:21,237,263,1.0,1,2,6.0,6
2.22,17.88,2022-01-01 00:51:14,236,141,1.0,1,2,12.0,13
1.13,8.8,2022-01-01 00:26:39,263,75,1.0,2,2,3.0,5
0.88,6.8,2022-01-01 00:30:38,75,75,1.0,1,2,5.0,4
2.21,12.3,2022-01-01 00:43:39,263,233,1.0,2,2,7.0,8
1.37,13.56,2022-01-01 00:15:35,162,170,1.0,1,2,9.0,7
2.61,18.8,2022-01-01 00:19:45,50,170,1.0,1,2,19.0,13
9.03,31.8,2022-01-01 00:55:56,170,243,1.0,2,2,21.0,21
16.21,85.02,2022-01-01 00:15:34,161,134,1.0,1,2,74.0,27
3.29,19.3,2022-01-01 00:14:27,246,161,1.0,1,2,20.0,14
1.3,10.3,2022-01-01 00:59:38,234,233,1.0,2,2,7.0,7
0.71,10.56,2022-01-01 00:13:12,231,87,1.0,1,2,5.0,4
8.6,35.16,2022-01-01 00:28:19,209,74,1.0,1,2,17.0,21
0.64,9.36,2022-01-01 00:53:34,263,263,1.0,1,2,2.0,3
5.3,22.8,2022-01-01 00:01:37,141,114,1.0,1,1,15.0,16
1.4,12.95,2022-01-01 00:20:02,144,137,1.0,1,1,7.0,7
2.4,17.75,2022-01-01 00:45:32,148,170,1.0,1,1,13.0,13
1.8,11.8,2022-01-01 00:03:20,249,107,1.0,2,1,8.0,8
5.1,21.3,2022-01-01 00:14:00,107,238,1.0,2,1,18.0,19
1.7,11.8,2022-01-01 00:36:43,239,48,1.0,2,1,8.0,8
10.4,38.3,2022-01-01 00:47:56,50,177,1.0,2,1,39.0,25
1.7,14.16,2022-01-01 00:20:55,114,68,1.0,1,2,9.0,8
1.44,13.5,2022-01-01 00:31:20,68,158,1.0,1,2,7.0,7
2.59,15.8,2022-01-01 00:40:57,249,50,1.0,1,2,13.0,10
3.53,18.3,2022-01-01 00:20:10,87,79,1.0,1,2,12.0,12
2.06,17.76,2022-01-01 00:42:12,249,4,1.0,1,2,13.0,13
1.02,11.16,2022-01-01 00:58:40,79,249,1.0,1,2,4.0,4
